"SUID","cooc_method","interaction","interactionType","Label","method_number","method_scores","methodname_interactiontype","methodname_pval","methodname_score","name","nulldistribmean","nulldistribmedian","nulldistribsd","oriScore","pval","pval-brown-merge","qval","randdistribMean","randdistribMedian","randdistribNumNonNaNScores","randdistribSD","selected","shared interaction","shared name","weight"
"774","correl_spearman",,"mutualExclusion","otu1896->OTU-EUK789","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=7.935930401714586E-8","correl_spearman=-0.90050042","otu1896->OTU-EUK789","","","","-0.90050042","8.28588632839633E-6","8.28588632839633E-6","4.2023777918702065E-5","-100.0","-100.0","-52.0","-100.0","false",,"otu1896->OTU-EUK789","4.2023777918702065E-5"
"777","dist_kullbackleibler",,"mutualExclusion","otu1704->OTU-EUK110","1","21.21100722","dist_kullbackleibler=mutualExclusion","dist_kullbackleibler=3.128872350099954E-8","dist_kullbackleibler=21.21100722","otu1704->OTU-EUK110","","","","21.21100722","3.0791279752584444E-6","3.0791279752584444E-6","1.6049921189334996E-5","-100.0","-100.0","-424.0","-100.0","false",,"otu1704->OTU-EUK110","1.6049921189334996E-5"
"780","dist_kullbackleibler",,"mutualExclusion","otu118->OTU-EUK267","1","23.39629625","dist_kullbackleibler=mutualExclusion","dist_kullbackleibler=9.210493023825705E-7","dist_kullbackleibler=23.39629625","otu118->OTU-EUK267","12.19735804424998","13.338236905","5.734509445796837","23.39629625","1.0562647321965546E-4","1.0562647321965546E-4","4.905835425426038E-4","20.795389991945317","21.180181609999998","244.0","3.249063156269217","false",,"otu118->OTU-EUK267","4.905835425426038E-4"
"783","dist_kullbackleibler",,"copresence","OTU-EUK462->otu110","1","0.95593227","dist_kullbackleibler=copresence","dist_kullbackleibler=6.766143201275554E-12","dist_kullbackleibler=0.95593227","OTU-EUK462->otu110","6.2203245246400005","6.0685405","2.638519915350431","0.95593227","2.612237093302383E-10","2.612237093302383E-10","1.9973975738864277E-9","0.9846979026135211","0.8515376","982.0","0.5993501289899557","false",,"OTU-EUK462->otu110","1.9973975738864277E-9"
"786","dist_kullbackleibler|correl_spearman",,"mutualExclusion","OTU-EUK307->otu39","2","21.5572516|-0.9245067","dist_kullbackleibler=mutualExclusion|correl_spearman=mutualExclusion","dist_kullbackleibler=2.186302470619239E-6|correl_spearman=4.132441304482981E-6","dist_kullbackleibler=21.5572516|correl_spearman=-0.9245067","OTU-EUK307->otu39","10.962220628169998","11.416336535","4.461161510974278","21.5572516","3.634318401779524E-10","3.634318401779524E-10","2.761346851415289E-9","19.253762961200668|-0.9414241020559222","19.90853744|-0.947563055","216.0|216.0","3.2591816826491105|0.045809751085861175","false",,"OTU-EUK307->otu39","2.761346851415289E-9"
"789","correl_spearman",,"mutualExclusion","OTU-EUK476->otu970","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=6.687692499784958E-8","correl_spearman=-0.90050042","OTU-EUK476->otu970","","","","-0.90050042","6.913087771787119E-6","6.913087771787119E-6","3.520987924444117E-5","-100.0","-100.0","-94.0","-100.0","false",,"OTU-EUK476->otu970","3.520987924444117E-5"
"792","correl_spearman",,"mutualExclusion","OTU-EUK434->otu59","1","-0.93743687","correl_spearman=mutualExclusion","correl_spearman=1.5151413457203944E-10","correl_spearman=-0.93743687","OTU-EUK434->otu59","2.1981277999998938E-4","0.00646508","0.32665435163110756","-0.93743687","8.84121942323901E-9","8.84121942323901E-9","6.258625292540219E-8","-0.9650404052796063","-0.97128586","216.0","0.023495834591817553","false",,"OTU-EUK434->otu59","6.258625292540219E-8"
"795","dist_bray",,"mutualExclusion","otu680->OTU-EUK381","1","0.9995267","dist_bray=mutualExclusion","dist_bray=2.6693096100149916E-7","dist_bray=0.9995267","otu680->OTU-EUK381","","","","0.9995267","2.9553444003904694E-5","2.9553444003904694E-5","1.438187841809451E-4","-100.0","-100.0","-104.0","-100.0","false",,"otu680->OTU-EUK381","1.438187841809451E-4"
"798","dist_bray|correl_pearson|dist_kullbackleibler",,"copresence","otu3548->OTU-EUK192","3","0.23875236|0.93829344|0.74495171","dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence","dist_bray=0.009254547652757017|correl_pearson=0.0017571072147254396|dist_kullbackleibler=0.0","dist_bray=0.23875236|correl_pearson=0.93829344|dist_kullbackleibler=0.74495171","otu3548->OTU-EUK192","0.7965931950299988","0.89605432","0.17609847821866192","0.23875236","0.0","0.0","0.0","0.19303427451957306|0.9386237360142351|0.6824138805516013","0.20429839|0.955939955|0.532988735","124.0|124.0|124.0","0.06566845371422948|0.1007779150144845|0.5989561857294777","false",,"otu3548->OTU-EUK192","0.0"
"801","dist_kullbackleibler|correl_pearson|dist_bray",,"copresence","OTU-EUK656->otu1103","3","0.53992759|0.93014575|0.21115053","dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence","dist_kullbackleibler=0.0|correl_pearson=9.603490619458643E-6|dist_bray=0.006199678784325147","dist_kullbackleibler=0.53992759|correl_pearson=0.93014575|dist_bray=0.21115053","OTU-EUK656->otu1103","10.001693869309994","10.050445315000001","4.252970711665276","0.53992759","0.0","0.0","0.0","0.5136959124125863|0.9412644930944056|0.1711778109265732","0.382006585|0.94902601|0.16757434","144.0|144.0|144.0","0.4987829876995889|0.05015012531418159|0.05820617365633883","false",,"OTU-EUK656->otu1103","0.0"
"804","correl_spearman",,"mutualExclusion","OTU-EUK279->otu1426","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=9.017025237589849E-9","correl_spearman=-0.90050042","OTU-EUK279->otu1426","","","","-0.90050042","8.060857503711105E-7","8.060857503711105E-7","4.494040222384391E-6","-100.0","-100.0","-52.0","-100.0","false",,"OTU-EUK279->otu1426","4.494040222384391E-6"
"807","dist_kullbackleibler",,"copresence","otu1193->OTU-EUK1168","1","0.90555299","dist_kullbackleibler=copresence","dist_kullbackleibler=0.0","dist_kullbackleibler=0.90555299","otu1193->OTU-EUK1168","5.859228004140003","5.67107476","2.4072555153335906","0.90555299","0.0","0.0","0.0","0.7147239216596637","0.77199736","904.0","0.3058274976982532","false",,"otu1193->OTU-EUK1168","0.0"
"809","correl_spearman",,"mutualExclusion","otu2642->OTU-EUK279","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=5.58371049397266E-9","correl_spearman=-0.90050042","otu2642->OTU-EUK279","","","","-0.90050042","4.787648021364888E-7","4.787648021364888E-7","2.820957314549311E-6","-100.0","-100.0","-52.0","-100.0","false",,"otu2642->OTU-EUK279","2.820957314549311E-6"
"812","dist_bray|dist_kullbackleibler",,"copresence","OTU-EUK80->otu241","2","0.24528395|0.89037852","dist_bray=copresence|dist_kullbackleibler=copresence","dist_bray=0.14812606933815786|dist_kullbackleibler=8.71358984966264E-10","dist_bray=0.24528395|dist_kullbackleibler=0.89037852","OTU-EUK80->otu241","0.6774239788000004","0.687533155","0.17229211261047414","0.24528395","7.385023370609645E-9","7.385023370609645E-9","5.265004799212807E-8","0.27337461583999995|0.9648308592300001","0.241028075|0.81893568","1000.0|1000.0","0.14964024220995822|0.677045979958091","false",,"OTU-EUK80->otu241","5.265004799212807E-8"
"815","dist_bray",,"mutualExclusion","otu1899->OTU-EUK306","1","0.99955965","dist_bray=mutualExclusion","dist_bray=0.0","dist_bray=0.99955965","otu1899->OTU-EUK306","","","","0.99955965","0.0","0.0","0.0","-100.0","-100.0","-400.0","-100.0","false",,"otu1899->OTU-EUK306","0.0"
"818","dist_kullbackleibler|correl_spearman",,"mutualExclusion","otu107->OTU-EUK127","2","20.95738327|-0.8757764","dist_kullbackleibler=mutualExclusion|correl_spearman=mutualExclusion","dist_kullbackleibler=0.0013077894425370662|correl_spearman=0.009073852231015311","dist_kullbackleibler=20.95738327|correl_spearman=-0.8757764","otu107->OTU-EUK127","10.162566895370002","9.393014054999998","5.493471549291777","20.95738327","0.0013262669210861722","0.0013262669210861722","0.005240541877533133","16.553544090554936|-0.8181864060266374","17.37064671|-0.84213759","802.0|802.0","4.509262977537262|0.12135441282697065","false",,"otu107->OTU-EUK127","0.005240541877533133"
"821","correl_spearman",,"mutualExclusion","otu848->OTU-EUK357","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=8.84077622220758E-9","correl_spearman=-0.90050042","otu848->OTU-EUK357","","","","-0.90050042","7.890119805287199E-7","7.890119805287199E-7","4.4070278838081846E-6","-100.0","-100.0","-68.0","-100.0","false",,"otu848->OTU-EUK357","4.4070278838081846E-6"
"824","correl_spearman",,"mutualExclusion","OTU-EUK910->otu647","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=8.162860132276961E-8","correl_spearman=-0.90050042","OTU-EUK910->otu647","","","","-0.90050042","8.536548931292742E-6","8.536548931292742E-6","4.318573996386311E-5","-100.0","-100.0","-104.0","-100.0","false",,"OTU-EUK910->otu647","4.318573996386311E-5"
"827","dist_kullbackleibler",,"copresence","OTU-EUK852->otu240","1","0.93015885","dist_kullbackleibler=copresence","dist_kullbackleibler=0.0","dist_kullbackleibler=0.93015885","OTU-EUK852->otu240","5.912616099530007","5.739243545","2.3752153606133364","0.93015885","0.0","0.0","0.0","0.7846334580310886","0.7860442","930.0","0.35105946007903815","false",,"OTU-EUK852->otu240","0.0"
"830","correl_spearman|dist_kullbackleibler",,"copresence","OTU-EUK225->otu2606","2","0.90465393|0.834805","correl_spearman=copresence|dist_kullbackleibler=copresence","correl_spearman=0.006471358699958074|dist_kullbackleibler=3.2180924591784787E-12","correl_spearman=0.90465393|dist_kullbackleibler=0.834805","OTU-EUK225->otu2606","-0.005821786369999997","-0.00615411","0.32665895126376265","0.90465393","3.22519788653608E-13","3.22519788653608E-13","2.615848758175687E-12","0.863354106341719|0.7170243955345912","0.8903215|0.70363935","908.0|908.0","0.12230470605735448|0.3526546381371918","false",,"OTU-EUK225->otu2606","2.615848758175687E-12"
"833","correl_pearson|dist_kullbackleibler",,"copresence","otu4->OTU-EUK162","2","0.93512829|0.91153884","correl_pearson=copresence|dist_kullbackleibler=copresence","correl_pearson=0.13695498584042481|dist_kullbackleibler=1.927708030522446E-4","correl_pearson=0.93512829|dist_kullbackleibler=0.91153884","otu4->OTU-EUK162","-0.011230939960000057","-0.12713797999999998","0.3301827015423073","0.93512829","0.0028295269499404307","0.0028295269499404307","0.010776588700343466","0.690391697860001|1.1331963081599996","0.943029305|0.8620489849999999","1000.0|1000.0","0.41123594376845174|0.8321592667566372","false",,"otu4->OTU-EUK162","0.010776588700343466"
"836","correl_spearman",,"mutualExclusion","OTU-EUK283->otu771","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=8.433073128699675E-9","correl_spearman=-0.90050042","OTU-EUK283->otu771","","","","-0.90050042","7.496145288943268E-7","7.496145288943268E-7","4.1986797005171515E-6","-100.0","-100.0","-32.0","-100.0","false",,"OTU-EUK283->otu771","4.1986797005171515E-6"
"839","correl_spearman",,"mutualExclusion","otu1154->OTU-EUK287","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=6.961114795700496E-9","correl_spearman=-0.90050042","otu1154->OTU-EUK287","","","","-0.90050042","6.086223554024883E-7","6.086223554024883E-7","3.46384503406151E-6","-100.0","-100.0","-64.0","-100.0","false",,"otu1154->OTU-EUK287","3.46384503406151E-6"
"842","dist_kullbackleibler",,"mutualExclusion","OTU-EUK212->otu180","1","21.41064024","dist_kullbackleibler=mutualExclusion","dist_kullbackleibler=3.5255169789527585E-5","dist_kullbackleibler=21.41064024","OTU-EUK212->otu180","11.088470205930008","10.943123414999999","4.850293548381778","21.41064024","0.0037038923319938633","0.0037038923319938633","0.013912745572051948","18.728589698177185","19.252449849999998","580.0","3.69507124802913","false",,"OTU-EUK212->otu180","0.013912745572051948"
"845","dist_kullbackleibler|correl_pearson",,"copresence","otu1195->OTU-EUK25","2","0.78398766|0.92393695","dist_kullbackleibler=copresence|correl_pearson=copresence","dist_kullbackleibler=0.0|correl_pearson=0.08263872096619229","dist_kullbackleibler=0.78398766|correl_pearson=0.92393695","otu1195->OTU-EUK25","8.048155671469988","8.43411586","3.694935825451636","0.78398766","0.0","0.0","0.0","0.8262538853677623|0.7669548248826286","0.68967711|0.92341145","278.0|278.0","0.5201751453474039|0.3010691144998535","false",,"otu1195->OTU-EUK25","0.0"
"848","correl_spearman",,"mutualExclusion","OTU-EUK561->otu727","1","-0.9097412","correl_spearman=mutualExclusion","correl_spearman=1.5206543493295754E-6","correl_spearman=-0.9097412","OTU-EUK561->otu727","-0.011165600719999981","-0.0196347","0.32648294671976746","-0.9097412","1.7547787549132554E-4","1.7547787549132554E-4","7.887973311165793E-4","-0.9173891033155068","-0.92324766","122.0","0.03768834423732367","false",,"OTU-EUK561->otu727","7.887973311165793E-4"
"850","dist_kullbackleibler",,"mutualExclusion","otu281->OTU-EUK434","1","21.08351833","dist_kullbackleibler=mutualExclusion","dist_kullbackleibler=4.624378762951853E-5","dist_kullbackleibler=21.08351833","otu281->OTU-EUK434","11.35515145396999","11.662849335","5.144175873100575","21.08351833","0.0047564798863100055","0.0047564798863100055","0.017689631260348473","18.41778752821869","18.8130206","134.0","3.26355810491248","false",,"otu281->OTU-EUK434","0.017689631260348473"
"853","correl_spearman",,"mutualExclusion","otu1626->OTU-EUK299","1","-0.94320801","correl_spearman=mutualExclusion","correl_spearman=2.7468645874551E-6","correl_spearman=-0.94320801","otu1626->OTU-EUK299","0.00903327391999998","-0.00633026","0.33900857668105816","-0.94320801","3.172170872046687E-4","3.172170872046687E-4","0.001383508486284513","-0.9345644949688671","-0.94131607","606.0","0.04310300299684112","false",,"otu1626->OTU-EUK299","0.001383508486284513"
"856","dist_kullbackleibler",,"copresence","otu348->OTU-EUK261","1","0.79939651","dist_kullbackleibler=copresence","dist_kullbackleibler=5.575848853744958E-7","dist_kullbackleibler=0.79939651","otu348->OTU-EUK261","3.330119949950004","3.23728228","1.4065700223319328","0.79939651","6.324434302529269E-5","6.324434302529269E-5","2.992901587259914E-4","0.7379668349249257","0.70476749","998.0","0.2832942150163189","false",,"otu348->OTU-EUK261","2.992901587259914E-4"
"859","dist_kullbackleibler|correl_spearman",,"copresence","OTU-EUK200->otu1235","2","0.85707881|0.85738199","dist_kullbackleibler=copresence|correl_spearman=copresence","dist_kullbackleibler=0.0|correl_spearman=0.004285856884546413","dist_kullbackleibler=0.85707881|correl_spearman=0.85738199","OTU-EUK200->otu1235","9.992013281039993","10.015840105","3.8468109554466263","0.85707881","0.0","0.0","0.0","0.8292072136124023|0.8697255808372086","0.77803588|0.89426521","290.0|290.0","0.3756069540183983|0.10957728786251539","false",,"OTU-EUK200->otu1235","0.0"
"862","correl_spearman",,"copresence","otu204->OTU-EUK201","1","0.91435151","correl_spearman=copresence","correl_spearman=3.5879712208253256E-5","correl_spearman=0.91435151","otu204->OTU-EUK201","-0.006951665099999998","-0.01296952","0.33764202398420806","0.91435151","0.0037646191046634137","0.0037646191046634137","0.014114386038070565","0.9259815217370905","0.93835129","278.0","0.05521256252479755","false",,"otu204->OTU-EUK201","0.014114386038070565"
"865","dist_kullbackleibler|correl_spearman",,"copresence","otu3515->OTU-EUK229","2","0.91094397|0.89864638","dist_kullbackleibler=copresence|correl_spearman=copresence","dist_kullbackleibler=0.0|correl_spearman=0.003544381272893915","dist_kullbackleibler=0.91094397|correl_spearman=0.89864638","otu3515->OTU-EUK229","6.283856122960004","6.058054685","2.2662371336908715","0.91094397","0.0","0.0","0.0","0.8077300015573781|0.879264674360655","0.740062965|0.90352533","220.0|220.0","0.38937136881300094|0.10688769252616816","false",,"otu3515->OTU-EUK229","0.0"
"868","correl_spearman",,"mutualExclusion","otu215->OTU-EUK335","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=5.155059268346918E-9","correl_spearman=-0.90050042","otu215->OTU-EUK335","","","","-0.90050042","4.3884309131048127E-7","4.3884309131048127E-7","2.6191131864706977E-6","-100.0","-100.0","-96.0","-100.0","false",,"otu215->OTU-EUK335","2.6191131864706977E-6"
"870","correl_spearman",,"mutualExclusion","OTU-EUK1171->otu59","1","-0.9245067","correl_spearman=mutualExclusion","correl_spearman=3.5375420032401905E-5","correl_spearman=-0.9245067","OTU-EUK1171->otu59","-0.024024244030000006","-0.01939525","0.32295600096784527","-0.9245067","0.0037155938172065417","0.0037155938172065417","0.01394798178726503","-0.9325311787993431","-0.93991254","216.0","0.052270440393573765","false",,"OTU-EUK1171->otu59","0.01394798178726503"
"871","dist_kullbackleibler",,"mutualExclusion","OTU-EUK434->otu39","1","22.16979564","dist_kullbackleibler=mutualExclusion","dist_kullbackleibler=3.94468786990565E-6","dist_kullbackleibler=22.16979564","OTU-EUK434->otu39","11.657299298150004","12.160177879999999","4.858238885997758","22.16979564","4.5404595494946687E-4","4.5404595494946687E-4","0.0019394571352141406","19.893015142763186","20.391989925","216.0","3.3973826799894793","false",,"OTU-EUK434->otu39","0.0019394571352141406"
"874","correl_spearman|dist_kullbackleibler",,"copresence","otu3146->OTU-EUK438","2","0.90344828|0.9186286","correl_spearman=copresence|dist_kullbackleibler=copresence","correl_spearman=0.020365514140982865|dist_kullbackleibler=0.0","correl_spearman=0.90344828|dist_kullbackleibler=0.9186286","otu3146->OTU-EUK438","0.010124138230000003","-0.00689655","0.3286139213687068","0.90344828","0.0","0.0","0.0","0.8315681135748036|0.7536258972440946","0.875|0.78570183","270.0|270.0","0.16115183925435397|0.43085030874954944","false",,"otu3146->OTU-EUK438","0.0"
"877","dist_kullbackleibler",,"mutualExclusion","otu450->OTU-EUK341","1","21.91950407","dist_kullbackleibler=mutualExclusion","dist_kullbackleibler=1.2304644797545006E-4","dist_kullbackleibler=21.91950407","otu450->OTU-EUK341","","","","21.91950407","0.011470820648610935","0.011470820648610935","0.0404575305740327","-100.0","-100.0","-88.0","-100.0","false",,"otu450->OTU-EUK341","0.0404575305740327"
"879","dist_kullbackleibler|dist_bray",,"copresence","OTU-EUK569->otu2606","2","0.58212316|0.21265498","dist_kullbackleibler=copresence|dist_bray=copresence","dist_kullbackleibler=5.639932965095795E-14|dist_bray=0.10987513750408695","dist_kullbackleibler=0.58212316|dist_bray=0.21265498","OTU-EUK569->otu2606","5.360074214689999","5.2149505949999995","2.2412391759466197","0.58212316","7.782663402622347E-14","7.782663402622347E-14","6.372453276534102E-13","0.619434893878407|0.2321260826415095","0.5384138199999999|0.219498325","908.0|908.0","0.4076332520002045|0.09102053291150183","false",,"OTU-EUK569->otu2606","6.372453276534102E-13"
"881","dist_bray",,"mutualExclusion","otu531->OTU-EUK306","1","0.99955965","dist_bray=mutualExclusion","dist_bray=0.0","dist_bray=0.99955965","otu531->OTU-EUK306","","","","0.99955965","0.0","0.0","0.0","-100.0","-100.0","-424.0","-100.0","false",,"otu531->OTU-EUK306","0.0"
"884","correl_spearman",,"mutualExclusion","OTU-EUK506->otu311","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=5.970487770845523E-9","correl_spearman=-0.90050042","OTU-EUK506->otu311","","","","-0.90050042","5.149982820196186E-7","5.149982820196186E-7","3.006284754949505E-6","-100.0","-100.0","-52.0","-100.0","false",,"OTU-EUK506->otu311","3.006284754949505E-6"
"885","correl_spearman",,"mutualExclusion","otu281->OTU-EUK789","1","-0.94320801","correl_spearman=mutualExclusion","correl_spearman=1.2108605024208074E-6","correl_spearman=-0.94320801","otu281->OTU-EUK789","-0.006627777279999995","-0.01899077","0.3233375582261051","-0.94320801","1.394196319309815E-4","1.394196319309815E-4","6.357450591086486E-4","-0.9361060085390438","-0.9399448699999999","588.0","0.03886749778730589","false",,"otu281->OTU-EUK789","6.357450591086486E-4"
"888","correl_spearman",,"mutualExclusion","OTU-EUK21->otu4291","1","-0.9245067","correl_spearman=mutualExclusion","correl_spearman=6.962294230883348E-5","correl_spearman=-0.9245067","OTU-EUK21->otu4291","-0.019240083510000016","-0.03232541","0.3310596282674934","-0.9245067","0.006902624919054801","0.006902624919054801","0.025127059820423594","-0.9330182844572362","-0.94244297","216.0","0.05753667108960951","false",,"OTU-EUK21->otu4291","0.025127059820423594"
"891","correl_spearman",,"mutualExclusion","otu2142->OTU-EUK170","1","-0.922831","correl_spearman=mutualExclusion","correl_spearman=2.9407243307133513E-10","correl_spearman=-0.922831","otu2142->OTU-EUK170","0.015969557689999997","0.0196347","0.3335258788490632","-0.922831","1.8574042859320627E-8","1.8574042859320627E-8","1.2935109801218652E-7","-0.9428417103697482","-0.9395297","190.0","0.023965328419291894","false",,"otu2142->OTU-EUK170","1.2935109801218652E-7"
"893","dist_bray",,"mutualExclusion","otu1047->OTU-EUK306","1","0.99955965","dist_bray=mutualExclusion","dist_bray=1.1102230246251565E-16","dist_bray=0.99955965","otu1047->OTU-EUK306","","","","0.99955965","6.661338147750939E-16","6.661338147750939E-16","5.711075929812146E-15","-100.0","-100.0","-424.0","-100.0","false",,"otu1047->OTU-EUK306","5.711075929812146E-15"
"895","dist_kullbackleibler",,"mutualExclusion","OTU-EUK368->otu39","1","22.02366075","dist_kullbackleibler=mutualExclusion","dist_kullbackleibler=8.336967005784235E-5","dist_kullbackleibler=22.02366075","OTU-EUK368->otu39","10.396443514490006","10.310369795","4.555155156685906","22.02366075","0.008117044702984133","0.008117044702984133","0.02931697035152322","18.311664140283327","18.98441714","906.0","4.420403423542125","false",,"OTU-EUK368->otu39","0.02931697035152322"
"897","dist_kullbackleibler",,"mutualExclusion","otu118->OTU-EUK238","1","20.98374615","dist_kullbackleibler=mutualExclusion","dist_kullbackleibler=1.1281805173513071E-4","dist_kullbackleibler=20.98374615","otu118->OTU-EUK238","11.59503109778","11.992614825","4.815971997838338","20.98374615","0.010625179385833072","0.010625179385833072","0.037659789049774864","18.656482103316318","18.913848535","176.0","3.6652467764711747","false",,"otu118->OTU-EUK238","0.037659789049774864"
"900","correl_pearson|dist_bray",,"copresence","otu2213->OTU-EUK618","2","0.93694465|0.1544422","correl_pearson=copresence|dist_bray=copresence","correl_pearson=0.0025988425639926205|dist_bray=0.0422698526637022","correl_pearson=0.93694465|dist_bray=0.1544422","otu2213->OTU-EUK618","","","","0.93694465","0.010377725893985446","0.010377725893985446","0.03690540391884765","-100.0|-100.0","-100.0|-100.0","-2.0|-2.0","-100.0|-100.0","false",,"otu2213->OTU-EUK618","0.03690540391884765"
"903","correl_spearman",,"mutualExclusion","OTU-EUK257->otu1840","1","-0.9097412","correl_spearman=mutualExclusion","correl_spearman=2.376252141256252E-5","correl_spearman=-0.9097412","OTU-EUK257->otu1840","0.0035866053399999983","0.0065449","0.33237501485700566","-0.9097412","0.0025636314643404656","0.0025636314643404656","0.009813646560946623","-0.9090440340893451","-0.91861809","164.0","0.05034310878835013","false",,"OTU-EUK257->otu1840","0.009813646560946623"
"905","dist_bray",,"mutualExclusion","otu1258->OTU-EUK306","1","0.99955965","dist_bray=mutualExclusion","dist_bray=2.220446049250313E-16","dist_bray=0.99955965","otu1258->OTU-EUK306","","","","0.99955965","1.5543122344752192E-15","1.5543122344752192E-15","1.3138419872287014E-14","-100.0","-100.0","-424.0","-100.0","false",,"otu1258->OTU-EUK306","1.3138419872287014E-14"
"907","dist_bray",,"mutualExclusion","otu953->OTU-EUK306","1","0.99955965","dist_bray=mutualExclusion","dist_bray=9.992007221626409E-16","dist_bray=0.99955965","otu953->OTU-EUK306","","","","0.99955965","8.992806499463768E-15","8.992806499463768E-15","7.50649542524684E-14","-100.0","-100.0","-424.0","-100.0","false",,"otu953->OTU-EUK306","7.50649542524684E-14"
"910","correl_spearman",,"mutualExclusion","otu385->OTU-EUK1129","1","-0.90050042","correl_spearman=mutualExclusion","correl_spearman=7.489635023394392E-6","correl_spearman=-0.90050042","otu385->OTU-EUK1129","","","","-0.90050042","8.506003926866956E-4","8.506003926866956E-4","0.003440180592225465","-100.0","-100.0","-84.0","-100.0","false",,"otu385->OTU-EUK1129","0.003440180592225465"
"912","dist_kullbackleibler",,"copresence","OTU-EUK2159->otu1626","1","0.94576374","dist_kullbackleibler=copresence","dist_kullbackleibler=0.0","dist_kullbackleibler=0.94576374","OTU-EUK2159->otu1626","6.86410681866","6.861531555","2.4990854389518096","0.94576374","0.0","0.0","0.0","0.6996869909331256","0.66562197","286.0","0.40525357267611134","false",,"OTU-EUK2159->otu1626","0.0"
"915","dist_kullbackleibler|correl_spearman",,"copresence","OTU-EUK241->otu729","2","0.63209992|0.87096774","dist_kullbackleibler=copresence|correl_spearman=copresence","dist_kullbackleibler=0.0|correl_spearman=0.024689366309775918","dist_kullbackleibler=0.63209992|correl_spearman=0.87096774","OTU-EUK241->otu729","8.089681198070009","8.111371115","3.1826782646488976","0.63209992","0.0","0.0","0.0","0.5958310891745283|0.8100513154952824","0.568258295|0.84415584","696.0|696.0","0.27946779716645925|0.1627586082304379","false",,"OTU-EUK241->otu729","0.0"
"918","correl_pearson|dist_bray|dist_kullbackleibler",,"copresence","otu2395->OTU-EUK173","3","0.95348292|0.21218314|0.78961689","correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence","correl_pearson=0.06842808478691681|dist_bray=0.11528099833116134|dist_kullbackleibler=0.0","correl_pearson=0.95348292|dist_bray=0.21218314|dist_kullbackleibler=0.78961689","otu2395->OTU-EUK173","-0.006259091570000008","-0.12293643","0.31696952344729357","0.95348292","0.0","0.0","0.0","0.8083639062519425|0.2769234328926906|0.9577732064074655","0.95081205|0.20792796|0.7114786","286.0|286.0|286.0","0.29987513341354305|0.18156621514895635|0.7516269562355445","false",,"otu2395->OTU-EUK173","0.0"
"920","dist_bray|dist_kullbackleibler|correl_pearson",,"copresence","OTU-EUK185->otu2213","3","0.21969434|0.92104106|0.92022556","dist_bray=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence","dist_bray=0.0725449308497419|dist_kullbackleibler=0.0|correl_pearson=0.01250616493538459","dist_bray=0.21969434|dist_kullbackleibler=0.92104106|correl_pearson=0.92022556","OTU-EUK185->otu2213","0.7444986454799998","0.8048480250000001","0.18634073710903018","0.21969434","0.0","0.0","0.0","0.23808716352755926|0.860677918976379|0.894910352598425","0.21187067|0.67954384|0.92770164","270.0|270.0|270.0","0.12078992489866563|0.7235892298533261|0.15337701309825286","false",,"OTU-EUK185->otu2213","0.0"
"923","correl_spearman",,"mutualExclusion","otu997->OTU-EUK385","1","-0.922831","correl_spearman=mutualExclusion","correl_spearman=6.329352597589377E-10","correl_spearman=-0.922831","otu997->OTU-EUK385","0.004659969299999987","0.0065449","0.3394640715633124","-0.922831","4.361585714818261E-8","4.361585714818261E-8","2.9720102206414685E-7","-0.9431770817391297","-0.94117647","196.0","0.024369750222671002","false",,"otu997->OTU-EUK385","2.9720102206414685E-7"
"925","dist_kullbackleibler",,"mutualExclusion","OTU-EUK212->otu169","1","21.32561612","dist_kullbackleibler=mutualExclusion","dist_kullbackleibler=1.1896347394180218E-5","dist_kullbackleibler=21.32561612","OTU-EUK212->otu169","10.523224188759999","10.527018009999999","4.604196680379947","21.32561612","0.0013294455869022892","0.0013294455869022892","0.005249650444995242","18.50229052218987","19.0131008","580.0","3.5649538387038824","false",,"OTU-EUK212->otu169","0.005249650444995242"
