path	node	rank
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysocapsales 	Chrysocapsales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysocapsales 	Chrysocapsales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysocapsales 	Chrysocapsales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysocapsales 	Chrysocapsales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysosphaerales 	Chrysosphaerales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysosphaerales 	Chrysosphaerales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Clade C 	Clade C 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;E222 	E222 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Hibberdiales 	Hibberdiales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Hibberdiales 	Hibberdiales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Hibberdiales 	Hibberdiales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Hibberdiales 	Hibberdiales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Hibberdiales 	Hibberdiales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;I76 	I76 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Incertae Sedis 	Incertae Sedis 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Incertae Sedis 	Incertae Sedis 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;LG01-04 	LG01-04 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;LG01-09 	LG01-09 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;LG07-07 	LG07-07 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;LG21-05 	LG21-05 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales 	Ochromonadales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales 	Ochromonadales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales 	Ochromonadales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales 	Ochromonadales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales 	Ochromonadales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales 	Ochromonadales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales 	Ochromonadales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;P34.45 	P34.45 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;P34.48 	P34.48 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Synurales 	Synurales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Synurales 	Synurales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Synurales 	Synurales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Synurales 	Synurales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;TKR07M.92 	TKR07M.92 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;uncultured 	uncultured 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea	Diatomea	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina 	Bacillariophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Coscinodiscophytina 	Coscinodiscophytina 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;ME-Euk-FW10 	ME-Euk-FW10 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae	Dictyochophyceae	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochales 	Dictyochales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochales 	Dictyochales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochales 	Dictyochales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Florenciellales 	Florenciellales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Florenciellales 	Florenciellales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Pedinellales 	Pedinellales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Pedinellales 	Pedinellales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Pedinellales 	Pedinellales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Pedinellales 	Pedinellales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Pedinellales 	Pedinellales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Pedinellales 	Pedinellales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Pedinellales 	Pedinellales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Rhizochromulinales 	Rhizochromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Rhizochromulinales 	Rhizochromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae	Eustigmatophyceae	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales 	Eustigmatales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Incertae Sedis	Incertae Sedis	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Incertae Sedis;Picophagus 	Picophagus 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;MOCH-2	MOCH-2	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Pelagophyceae	Pelagophyceae	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales 	Pelagomonadales 	6
